Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623532538.204485,172.10.0.2:57436,,,5,3
1623532538.239880,172.10.0.2:57436,,,4,3
1623532538.280585,172.10.0.2:57436,,,5,3
1623532538.317513,172.10.0.2:57436,,,5,3
1623532538.353723,172.10.0.2:57436,,,5,3
1623532538.389502,172.10.0.2:57436,,,6,3
1623532538.424369,172.10.0.2:57436,,,6,3
1623532538.463186,172.10.0.2:57436,,,6,3
1623532538.498987,172.10.0.2:57436,,,5,3
1623532538.535261,172.10.0.2:57436,,,5,3
1623532538.571619,172.10.0.2:57436,,,4,3
1623532538.608149,172.10.0.2:57436,,,4,3
1623532538.643525,172.10.0.2:57436,,,5,3
1623532538.681694,172.10.0.2:57436,,,5,3
1623532538.718721,172.10.0.2:57436,,,5,3
1623532538.755022,172.10.0.2:57436,,,5,3
1623532538.792794,172.10.0.2:57436,,,6,3
1623532538.829812,172.10.0.2:57436,,,6,3
1623532538.866647,172.10.0.2:57436,,,6,3
1623532538.902186,172.10.0.2:57436,,,6,3
1623532538.939444,172.10.0.2:57436,,,5,3
1623532538.976444,172.10.0.2:57436,,,5,3
1623532539.014905,172.10.0.2:57436,,,4,3
1623532539.051666,172.10.0.2:57436,,,5,3
1623532539.088288,172.10.0.2:57436,,,5,3
1623532539.126982,172.10.0.2:57436,,,5,3
1623532539.163309,172.10.0.2:57436,,,6,3
1623532539.200492,172.10.0.2:57436,,,6,3
1623532539.236645,172.10.0.2:57436,,,6,3
1623532539.272720,172.10.0.2:57436,,,5,3
1623532539.310598,172.10.0.2:57436,,,5,3
1623532539.348671,172.10.0.2:57436,,,5,3
1623532539.386000,172.10.0.2:57436,,,4,3
1623532539.422049,172.10.0.2:57436,,,5,3
1623532539.459664,172.10.0.2:57436,,,5,3
1623532539.497188,172.10.0.2:57436,,,5,3
1623532539.534050,172.10.0.2:57436,,,5,3
1623532539.570704,172.10.0.2:57436,,,6,3
1623532539.608759,172.10.0.2:57436,,,6,3
1623532539.646178,172.10.0.2:57436,,,6,3
1623532539.682679,172.10.0.2:57436,,,6,3
1623532539.719195,172.10.0.2:57436,,,5,3
1623532539.756043,172.10.0.2:57436,,,5,3
1623532539.793199,172.10.0.2:57436,,,4,3
